Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;PIEMONTE;TO;1001103;A1FB; ;D532;FENESTRELLE;B;B1;TO00000330;21;Abitazioni di tipo economico;NORMALE;P;500;750;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001103;A1FB; ;D532;FENESTRELLE;B;B1;TO00000330;13;Box;NORMALE;P;440;660;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001103;A1FB; ;D532;FENESTRELLE;B;B1;TO00000330;5;Negozi;NORMALE;P;340;680;L;3;6;L;
NORD-OVEST;PIEMONTE;TO;1001103;A1FB; ;D532;FENESTRELLE;E;E1;TO00001227;20;Abitazioni civili;NORMALE;P;590;880;L;2,8;4,2;L;
NORD-OVEST;PIEMONTE;TO;1001103;A1FB; ;D532;FENESTRELLE;E;E1;TO00001227;21;Abitazioni di tipo economico;NORMALE;P;440;660;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001103;A1FB; ;D532;FENESTRELLE;E;E1;TO00001227;13;Box;NORMALE;P;440;660;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001157;A1FE; ;D553;MONCENISIO;B;B1;TO00000990;21;Abitazioni di tipo economico;NORMALE;P;410;610;L;1,4;2;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;20;Abitazioni civili;NORMALE;P;900;1350;L;4,1;6,2;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;21;Abitazioni di tipo economico;NORMALE;P;600;900;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;13;Box;NORMALE;P;470;700;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;1;Ville e Villini;NORMALE;P;800;1200;L;3,5;5,3;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;1;Ville e Villini;OTTIMO; ;1200;1750;L;5;7,4;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;9;Magazzini;NORMALE;P;340;510;L;2,2;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;5;Negozi;NORMALE;P;580;1150;L;4,5;9;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;6;Uffici;NORMALE;P;490;980;L;3,1;6;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;B;B1;TO00000335;10;Laboratori;NORMALE;P;390;630;L;2,2;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001104;A1FF; ;D562;FIANO;D;D1;TO00001306;1;Ville e Villini;NORMALE;P;1200;1800;L;4,5;6,8;L;
NORD-OVEST;PIEMONTE;TO;1001105;A1FG; ;D608;FIORANO CANAVESE;B;B1;TO00000337;20;Abitazioni civili;NORMALE;P;430;650;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001105;A1FG; ;D608;FIORANO CANAVESE;B;B1;TO00000337;21;Abitazioni di tipo economico;NORMALE;P;330;500;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001105;A1FG; ;D608;FIORANO CANAVESE;B;B1;TO00000337;13;Box;NORMALE;P;350;510;L;2,2;3,3;L;
NORD-OVEST;PIEMONTE;TO;1001105;A1FG; ;D608;FIORANO CANAVESE;B;B1;TO00000337;1;Ville e Villini;NORMALE;P;480;720;L;2,2;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001105;A1FG; ;D608;FIORANO CANAVESE;B;B1;TO00000337;9;Magazzini;NORMALE;P;200;300;L;1,2;1,6;L;
NORD-OVEST;PIEMONTE;TO;1001105;A1FG; ;D608;FIORANO CANAVESE;B;B1;TO00000337;5;Negozi;NORMALE;P;280;560;L;1,8;3,5;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;20;Abitazioni civili;NORMALE;P;690;1000;L;3,4;5;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;21;Abitazioni di tipo economico;NORMALE;P;430;650;L;2,7;4;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;13;Box;NORMALE;P;430;640;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;9;Magazzini;NORMALE;P;320;480;L;1,9;2,9;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;5;Negozi;NORMALE;P;400;800;L;3;5,3;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;8;Capannoni industriali;NORMALE;P;210;410;L;1,4;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001106;A1FH; ;D646;FOGLIZZO;B;B1;TO00000339;10;Laboratori;NORMALE;P;360;590;L;1,7;3;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;20;Abitazioni civili;NORMALE;P;510;760;L;2,7;4;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;21;Abitazioni di tipo economico;NORMALE;P;400;600;L;2,2;3,3;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;9;Magazzini;NORMALE;P;270;400;L;1,8;2,6;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;5;Negozi;NORMALE;P;380;760;L;2,6;5,2;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;6;Uffici;NORMALE;P;410;820;L;2,3;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;8;Capannoni industriali;NORMALE;P;200;390;L;1,4;2,8;L;
NORD-OVEST;PIEMONTE;TO;1001107;A1FK; ;D725;FORNO CANAVESE;B;B1;TO00000904;10;Laboratori;NORMALE;P;290;580;L;1,5;3;L;
NORD-OVEST;PIEMONTE;TO;1001108;A1FM; ;D781;FRASSINETTO;B;B1;TO00000905;20;Abitazioni civili;NORMALE;P;510;770;L;1,8;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001108;A1FM; ;D781;FRASSINETTO;B;B1;TO00000905;21;Abitazioni di tipo economico;NORMALE;P;380;570;L;1,7;2,5;L;
NORD-OVEST;PIEMONTE;TO;1001108;A1FM; ;D781;FRASSINETTO;B;B1;TO00000905;13;Box;NORMALE;P;310;470;L;1,5;2,2;L;
NORD-OVEST;PIEMONTE;TO;1001108;A1FM; ;D781;FRASSINETTO;B;B1;TO00000905;9;Magazzini;NORMALE;P;190;280;L;1,3;1,9;L;
NORD-OVEST;PIEMONTE;TO;1001109;A1FN; ;D805;FRONT;B;B1;TO00000345;20;Abitazioni civili;NORMALE;P;620;930;L;4,2;6,3;L;
NORD-OVEST;PIEMONTE;TO;1001109;A1FN; ;D805;FRONT;B;B1;TO00000345;21;Abitazioni di tipo economico;NORMALE;P;440;660;L;3,3;5;L;
NORD-OVEST;PIEMONTE;TO;1001109;A1FN; ;D805;FRONT;B;B1;TO00000345;13;Box;NORMALE;P;420;620;L;3,1;4,7;L;
NORD-OVEST;PIEMONTE;TO;1001109;A1FN; ;D805;FRONT;B;B1;TO00000345;9;Magazzini;NORMALE;P;260;390;L;1,5;2,2;L;
NORD-OVEST;PIEMONTE;TO;1001109;A1FN; ;D805;FRONT;B;B1;TO00000345;5;Negozi;NORMALE;P;490;980;L;3,5;6,9;L;
NORD-OVEST;PIEMONTE;TO;1001109;A1FN; ;D805;FRONT;B;B1;TO00000345;8;Capannoni industriali;NORMALE;P;190;380;L;1,4;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;B;B1;TO00000347;21;Abitazioni di tipo economico;NORMALE;P;720;1050;L;3,7;5,6;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;B;B1;TO00000347;13;Box;NORMALE;P;550;830;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;B;B1;TO00000347;5;Negozi;NORMALE;P;550;1100;L;4,6;9,2;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;C;C1;TO00001334;20;Abitazioni civili;NORMALE;P;900;1350;L;4,1;6,1;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;C;C1;TO00001334;21;Abitazioni di tipo economico;NORMALE;P;750;1100;L;3,3;4,9;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;C;C1;TO00001334;13;Box;NORMALE;P;510;770;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;C;C1;TO00001334;1;Ville e Villini;NORMALE;P;870;1300;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;D;D1;TO00001335;9;Magazzini;NORMALE;P;380;570;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;D;D1;TO00001335;8;Capannoni industriali;NORMALE;P;200;400;L;1,5;2,9;L;
NORD-OVEST;PIEMONTE;TO;1001110;A1FP; ;D812;FROSSASCO;D;D1;TO00001335;10;Laboratori;NORMALE;P;400;750;L;2,5;4,9;L;
NORD-OVEST;PIEMONTE;TO;1001111;A1FQ; ;D931;GARZIGLIANA;B;B1;TO00000349;20;Abitazioni civili;NORMALE;P;700;1050;L;3;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001111;A1FQ; ;D931;GARZIGLIANA;B;B1;TO00000349;21;Abitazioni di tipo economico;NORMALE;P;480;720;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001111;A1FQ; ;D931;GARZIGLIANA;B;B1;TO00000349;13;Box;NORMALE;P;450;670;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001111;A1FQ; ;D931;GARZIGLIANA;B;B1;TO00000349;1;Ville e Villini;NORMALE;P;630;940;L;2,9;4,3;L;
NORD-OVEST;PIEMONTE;TO;1001111;A1FQ; ;D931;GARZIGLIANA;B;B1;TO00000349;9;Magazzini;NORMALE;P;280;420;L;1,8;2,6;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;B;B1;TO00000923;20;Abitazioni civili;NORMALE;P;770;1150;L;4;6;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;B;B1;TO00000923;20;Abitazioni civili;OTTIMO; ;1150;1750;L;5,5;8,3;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;B;B1;TO00000923;21;Abitazioni di tipo economico;NORMALE;P;560;840;L;3,9;5,9;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;B;B1;TO00000923;5;Negozi;NORMALE;P;550;1100;L;5;10;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;B;B1;TO00000923;6;Uffici;NORMALE;P;680;1350;L;3,7;7,4;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;C;C1;TO00000351;20;Abitazioni civili;NORMALE;P;830;1250;L;4,1;6,2;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;C;C1;TO00000351;20;Abitazioni civili;OTTIMO; ;1250;1900;L;5,3;8;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;C;C1;TO00000351;13;Box;NORMALE;P;500;750;L;3,1;4,7;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;D;D1;TO00000924;20;Abitazioni civili;NORMALE;P;1000;1500;L;4,6;6,9;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;D;D1;TO00000924;20;Abitazioni civili;OTTIMO; ;1600;2400;L;5,3;8;L;
NORD-OVEST;PIEMONTE;TO;1001112;A1FR; ;D933;GASSINO TORINESE;D;D1;TO00000924;1;Ville e Villini;NORMALE;P;980;1450;L;3,9;5,8;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;20;Abitazioni civili;NORMALE;P;520;780;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;21;Abitazioni di tipo economico;NORMALE;P;400;600;L;3,1;4,7;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;13;Box;NORMALE;P;320;480;L;2,2;3,3;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;1;Ville e Villini;NORMALE;P;550;830;L;2,9;4,3;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;9;Magazzini;NORMALE;P;230;340;L;1,4;2,1;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;5;Negozi;NORMALE;P;390;780;L;3,4;6,8;L;
NORD-OVEST;PIEMONTE;TO;1001113;A1FS; ;D983;GERMAGNANO;B;B1;TO00000354;10;Laboratori;NORMALE;P;240;480;L;1,2;2,4;L;
NORD-OVEST;PIEMONTE;TO;1001114;A1FT; ;E009;GIAGLIONE;B;B1;TO00000356;20;Abitazioni civili;NORMALE;P;450;680;L;2,1;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001114;A1FT; ;E009;GIAGLIONE;B;B1;TO00000356;21;Abitazioni di tipo economico;NORMALE;P;360;540;L;1,7;2,6;L;
NORD-OVEST;PIEMONTE;TO;1001114;A1FT; ;E009;GIAGLIONE;B;B1;TO00000356;13;Box;NORMALE;P;310;460;L;2,2;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001114;A1FT; ;E009;GIAGLIONE;B;B1;TO00000356;1;Ville e Villini;NORMALE;P;670;1000;L;2,3;3,5;L;
NORD-OVEST;PIEMONTE;TO;1001114;A1FT; ;E009;GIAGLIONE;B;B1;TO00000356;9;Magazzini;NORMALE;P;240;360;L;1,5;2,3;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;20;Abitazioni civili;NORMALE;P;960;1450;L;4,4;6,6;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;21;Abitazioni di tipo economico;NORMALE;P;620;930;L;4,2;6,3;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;13;Box;NORMALE;P;580;870;L;3,3;5;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;9;Magazzini;NORMALE;P;390;590;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;5;Negozi;OTTIMO; ;1050;2100;L;9,7;19,4;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;5;Negozi;NORMALE;P;680;1350;L;5;10;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;6;Uffici;NORMALE;P;630;1250;L;3,8;7,6;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;B;B1;TO00001034;10;Laboratori;NORMALE;P;390;700;L;2;4;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C1;TO00000360;20;Abitazioni civili;NORMALE;P;930;1400;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C1;TO00000360;20;Abitazioni civili;OTTIMO; ;1350;2050;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C1;TO00000360;21;Abitazioni di tipo economico;NORMALE;P;760;1150;L;4,1;6,2;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C1;TO00000360;13;Box;NORMALE;P;560;840;L;2,7;4,1;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C1;TO00000360;1;Ville e Villini;NORMALE;P;1050;1550;L;3,4;5,1;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;20;Abitazioni civili;OTTIMO; ;1450;2050;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;20;Abitazioni civili;NORMALE;P;1050;1600;L;3,7;5,5;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;21;Abitazioni di tipo economico;NORMALE;P;760;1150;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;13;Box;NORMALE;P;560;840;L;2,7;4,1;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;1;Ville e Villini;NORMALE;P;1000;1450;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;5;Negozi;NORMALE;P;530;1050;L;3,6;7,2;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;C;C2;TO00001035;8;Capannoni industriali;NORMALE;P;220;440;L;1,4;2,8;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;D;D1;TO00001036;20;Abitazioni civili;NORMALE;P;870;1300;L;4,1;6,2;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;D;D1;TO00001036;13;Box;NORMALE;P;400;600;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001115;A1FU; ;E020;GIAVENO;D;D1;TO00001036;8;Capannoni industriali;NORMALE;P;230;450;L;1,5;3;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;20;Abitazioni civili;NORMALE;P;1150;1700;L;4,4;6,5;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;21;Abitazioni di tipo economico;NORMALE;P;790;1200;L;3,7;5,5;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;13;Box;NORMALE;P;450;680;L;2,9;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;1;Ville e Villini;NORMALE;P;1050;1550;L;3,1;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;9;Magazzini;NORMALE;P;340;510;L;2,1;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;5;Negozi;NORMALE;P;580;1150;L;4,3;8,6;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;8;Capannoni industriali;NORMALE;P;240;440;L;1,6;3,1;L;
NORD-OVEST;PIEMONTE;TO;1001116;A1FV; ;E067;GIVOLETTO;B;B1;TO00000362;10;Laboratori;NORMALE;P;330;660;L;2,3;4;L;
NORD-OVEST;PIEMONTE;TO;1001117;A1FW; ;E154;GRAVERE;B;B1;TO00000364;20;Abitazioni civili;NORMALE;P;460;690;L;3;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001117;A1FW; ;E154;GRAVERE;B;B1;TO00000364;21;Abitazioni di tipo economico;NORMALE;P;390;580;L;2,7;4;L;
NORD-OVEST;PIEMONTE;TO;1001117;A1FW; ;E154;GRAVERE;B;B1;TO00000364;13;Box;NORMALE;P;320;480;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001117;A1FW; ;E154;GRAVERE;B;B1;TO00000364;1;Ville e Villini;NORMALE;P;570;860;L;2,8;4,2;L;
NORD-OVEST;PIEMONTE;TO;1001117;A1FW; ;E154;GRAVERE;B;B1;TO00000364;9;Magazzini;NORMALE;P;220;330;L;1,7;2,4;L;
NORD-OVEST;PIEMONTE;TO;1001118;A1FX; ;E199;GROSCAVALLO;B;B1;TO00000366;20;Abitazioni civili;NORMALE;P;400;600;L;1,8;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001118;A1FX; ;E199;GROSCAVALLO;B;B1;TO00000366;21;Abitazioni di tipo economico;NORMALE;P;360;540;L;1,5;2,2;L;
NORD-OVEST;PIEMONTE;TO;1001118;A1FX; ;E199;GROSCAVALLO;B;B1;TO00000366;13;Box;NORMALE;P;290;430;L;1,4;2,1;L;
NORD-OVEST;PIEMONTE;TO;1001118;A1FX; ;E199;GROSCAVALLO;B;B1;TO00000366;1;Ville e Villini;NORMALE;P;460;690;L;2,1;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001118;A1FX; ;E199;GROSCAVALLO;B;B1;TO00000366;9;Magazzini;NORMALE;P;190;280;L;1,1;1,6;L;
NORD-OVEST;PIEMONTE;TO;1001119;A1FY; ;E203;GROSSO;B;B1;TO00000368;20;Abitazioni civili;NORMALE;P;730;1050;L;3,3;5;L;
NORD-OVEST;PIEMONTE;TO;1001119;A1FY; ;E203;GROSSO;B;B1;TO00000368;21;Abitazioni di tipo economico;NORMALE;P;560;840;L;3;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001119;A1FY; ;E203;GROSSO;B;B1;TO00000368;13;Box;NORMALE;P;350;520;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001119;A1FY; ;E203;GROSSO;B;B1;TO00000368;1;Ville e Villini;NORMALE;P;680;1000;L;3,4;5,1;L;
NORD-OVEST;PIEMONTE;TO;1001119;A1FY; ;E203;GROSSO;B;B1;TO00000368;5;Negozi;NORMALE;P;470;940;L;3,9;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001119;A1FY; ;E203;GROSSO;B;B1;TO00000368;8;Capannoni industriali;NORMALE;P;170;340;L;1,2;2,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;B;B1;TO00000369;20;Abitazioni civili;NORMALE;P;1300;1900;L;5;7,5;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;B;B1;TO00000369;21;Abitazioni di tipo economico;NORMALE;P;1000;1500;L;4,9;7,3;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;B;B1;TO00000369;13;Box;NORMALE;P;640;960;L;4;6;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;B;B1;TO00000369;5;Negozi;OTTIMO;P;850;1700;L;6,5;13;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;B;B1;TO00000369;6;Uffici;NORMALE;P;800;1600;L;3,8;7,6;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;C;C1;TO00000370;20;Abitazioni civili;NORMALE;P;1200;1800;L;5,6;8,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;C;C1;TO00000370;21;Abitazioni di tipo economico;NORMALE;P;1050;1550;L;5;7,5;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;C;C1;TO00000370;13;Box;NORMALE;P;730;1100;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;C;C1;TO00000370;5;Negozi;NORMALE;P;550;1100;L;5,6;11,2;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;C;C1;TO00000370;6;Uffici;NORMALE;P;780;1550;L;4,7;9,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D10;TO00001376;20;Abitazioni civili;NORMALE;P;1200;1800;L;5,1;7,7;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D10;TO00001376;21;Abitazioni di tipo economico;NORMALE;P;1150;1650;L;4,4;6,6;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D10;TO00001376;13;Box;NORMALE;P;670;1000;L;4;6;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D11;TO00001378;20;Abitazioni civili;NORMALE;P;1350;2050;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D11;TO00001378;21;Abitazioni di tipo economico;NORMALE;P;1050;1600;L;4,8;7,2;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D11;TO00001378;13;Box;NORMALE;P;670;1000;L;3,8;5,7;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D2;TO00001366;13;Box;NORMALE;P;620;930;L;2,9;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D2;TO00001366;17;Centri commerciali;NORMALE;P;940;1400;L;6,7;13,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D2;TO00001366;9;Magazzini;NORMALE;P;460;690;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D2;TO00001366;8;Capannoni industriali;NORMALE;P;250;500;L;2,1;4,2;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D3;TO00001367;21;Abitazioni di tipo economico;NORMALE;P;1050;1500;L;5,6;8,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D3;TO00001367;13;Box;NORMALE;P;700;1050;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D3;TO00001367;5;Negozi;NORMALE;P;550;1100;L;3,9;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001120;A1FZ; ;E216;GRUGLIASCO;D;D4;TO00001368;20;Abitazioni civili;NORMALE;P;1200;1800;L;5,6;8,4;L;
